,id,age,dietary considerations,state,user agent
566,352,64,"['celiac', 'nut allergy']",Queensland,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:4.0; ps-AF) AppleWebKit/534.30.5 (KHTML, like Gecko) Version/5.0.1 Safari/534.30.5"
231,435,26,"['lactose intolerant', 'vegan']",Western Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_6; rv:1.9.5.20) Gecko/2013-10-05 19:11:43 Firefox/13.0
237,872,26,[],Northern Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7; rv:1.9.2.20) Gecko/2016-08-13 01:13:44 Firefox/3.6.19
379,84,44,['vegetarian'],Tasmania,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8 rv:5.0; yo-NG) AppleWebKit/531.35.5 (KHTML, like Gecko) Version/4.0.4 Safari/531.35.5"
632,652,72,"['celiac', 'vegan']",South Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8 rv:6.0; nr-ZA) AppleWebKit/532.13.3 (KHTML, like Gecko) Version/4.0 Safari/532.13.3"
854,611,99,[],Tasmania,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.3.20) Gecko/2013-05-06 08:08:00 Firefox/3.8
939,814,108,[],Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2 rv:2.0; bg-BG) AppleWebKit/531.5.1 (KHTML, like Gecko) Version/4.1 Safari/531.5.1"
229,277,26,"['vegan', 'nut allergy']",Northern Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4; rv:1.9.4.20) Gecko/2018-02-12 06:40:08 Firefox/6.0
814,251,95,[],Northern Territory,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/52.0.862.0 Safari/536.0"
659,709,75,['vegetarian'],Australian Capital Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.6.20) Gecko/2020-03-30 06:51:49 Firefox/3.6.7
253,246,28,['vegetarian'],Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9 rv:3.0; os-RU) AppleWebKit/535.16.2 (KHTML, like Gecko) Version/5.0.4 Safari/535.16.2"
957,188,110,[],Australian Capital Territory,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9; rv:1.9.4.20) Gecko/2013-07-13 05:23:17 Firefox/15.0
221,605,25,"['none', 'nut allergy']",Western Australia,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4 rv:3.0; fi-FI) AppleWebKit/533.33.3 (KHTML, like Gecko) Version/5.0.2 Safari/533.33.3"
411,364,47,[],Victoria,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4 rv:5.0; it-CH) AppleWebKit/533.6.1 (KHTML, like Gecko) Version/4.0.2 Safari/533.6.1"
902,416,104,"['nut allergy', 'vegetarian']",South Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4; rv:1.9.5.20) Gecko/2012-08-11 06:37:10 Firefox/14.0
14,689,2,['vegetarian'],Queensland,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7 rv:4.0; bn-BD) AppleWebKit/534.22.3 (KHTML, like Gecko) Version/5.1 Safari/534.22.3"
156,995,17,['celiac'],Northern Territory,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7 rv:5.0; szl-PL) AppleWebKit/531.50.1 (KHTML, like Gecko) Version/4.0.4 Safari/531.50.1"
390,272,45,[],Western Australia,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9; rv:1.9.5.20) Gecko/2013-03-10 02:41:26 Firefox/3.6.17
214,683,24,['celiac'],Northern Territory,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2 rv:4.0; fa-IR) AppleWebKit/532.15.4 (KHTML, like Gecko) Version/4.1 Safari/532.15.4"
971,547,113,['vegetarian'],Queensland,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/49.0.883.0 Safari/533.1"
321,558,34,['lactose intolerant'],Northern Territory,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4 rv:6.0; ha-NG) AppleWebKit/535.27.6 (KHTML, like Gecko) Version/5.1 Safari/535.27.6"
948,465,109,['vegetarian'],New South Wales,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7 rv:6.0; fil-PH) AppleWebKit/533.20.2 (KHTML, like Gecko) Version/5.0.1 Safari/533.20.2"
424,349,48,['none'],Tasmania,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/43.0.898.0 Safari/535.2"
905,665,104,[],Victoria,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/52.0.823.0 Safari/531.0"
23,521,3,['lactose intolerant'],Queensland,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4 rv:6.0; mag-IN) AppleWebKit/532.2.1 (KHTML, like Gecko) Version/5.1 Safari/532.2.1"
515,951,57,"['vegan', 'lactose intolerant']",New South Wales,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8 rv:3.0; lij-IT) AppleWebKit/533.9.2 (KHTML, like Gecko) Version/4.1 Safari/533.9.2"
981,787,114,[],Victoria,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9; rv:1.9.2.20) Gecko/2018-02-07 21:28:45 Firefox/11.0
474,202,53,"['none', 'lactose intolerant']",New South Wales,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3 rv:4.0; es-VE) AppleWebKit/532.40.2 (KHTML, like Gecko) Version/4.0.1 Safari/532.40.2"
807,567,94,[],New South Wales,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3; rv:1.9.2.20) Gecko/2012-06-15 22:36:24 Firefox/9.0
326,795,35,[],Tasmania,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.2.20) Gecko/2016-02-23 23:13:45 Firefox/5.0
943,881,108,[],Tasmania,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.5.20) Gecko/2019-01-01 18:27:43 Firefox/3.6.3
865,803,100,['vegetarian'],Queensland,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_3 rv:5.0; ru-RU) AppleWebKit/533.36.2 (KHTML, like Gecko) Version/5.0.1 Safari/533.36.2"
530,594,59,[],Northern Territory,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7; rv:1.9.3.20) Gecko/2016-09-04 18:47:20 Firefox/3.8
817,674,95,['vegan'],Northern Territory,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.831.0 Safari/535.2"
690,323,79,['celiac'],Western Australia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/55.0.846.0 Safari/535.2"
475,460,53,"['nut allergy', 'lactose intolerant']",New South Wales,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9; rv:1.9.4.20) Gecko/2010-12-02 06:16:47 Firefox/3.8
26,780,3,"['nut allergy', 'lactose intolerant']",Northern Territory,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:3.0; rw-RW) AppleWebKit/535.5.3 (KHTML, like Gecko) Version/5.1 Safari/535.5.3"
698,784,79,[],New South Wales,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5 rv:2.0; uz-UZ) AppleWebKit/533.12.4 (KHTML, like Gecko) Version/5.0 Safari/533.12.4"
941,835,108,['celiac'],Australian Capital Territory,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8 rv:3.0; bn-BD) AppleWebKit/535.13.3 (KHTML, like Gecko) Version/4.0.2 Safari/535.13.3"
670,372,77,[],South Australia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0 rv:4.0; shs-CA) AppleWebKit/531.11.1 (KHTML, like Gecko) Version/4.1 Safari/531.11.1"
38,656,5,"['none', 'none']",South Australia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0 rv:6.0; ka-GE) AppleWebKit/532.39.2 (KHTML, like Gecko) Version/5.1 Safari/532.39.2"
160,972,18,['vegan'],Tasmania,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; rv:1.9.6.20) Gecko/2013-11-06 12:11:39 Firefox/3.8
805,355,94,['lactose intolerant'],Victoria,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/36.0.882.0 Safari/531.1"
366,129,42,"['vegan', 'lactose intolerant']",Victoria,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4 rv:3.0; ff-SN) AppleWebKit/534.35.3 (KHTML, like Gecko) Version/5.0.1 Safari/534.35.3"
53,401,7,['celiac'],Australian Capital Territory,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/55.0.888.0 Safari/532.0"
127,317,14,"['nut allergy', 'lactose intolerant']",South Australia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7 rv:5.0; crh-UA) AppleWebKit/532.30.5 (KHTML, like Gecko) Version/5.1 Safari/532.30.5"
986,290,115,[],Victoria,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8; rv:1.9.6.20) Gecko/2011-07-01 08:33:18 Firefox/3.6.6
602,173,69,['nut allergy'],Victoria,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0; rv:1.9.3.20) Gecko/2012-08-10 17:31:30 Firefox/3.8
308,98,33,"['nut allergy', 'vegetarian']",Queensland,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1; rv:1.9.3.20) Gecko/2019-10-04 21:56:27 Firefox/3.8
464,466,52,['vegetarian'],Tasmania,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/55.0.832.0 Safari/532.2"
314,765,33,[],New South Wales,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8; rv:1.9.5.20) Gecko/2011-09-20 08:02:07 Firefox/3.6.16
829,441,97,[],South Australia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9 rv:4.0; sr-ME) AppleWebKit/531.22.2 (KHTML, like Gecko) Version/5.1 Safari/531.22.2"
649,330,74,['vegetarian'],New South Wales,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6 rv:4.0; ru-UA) AppleWebKit/534.41.3 (KHTML, like Gecko) Version/4.1 Safari/534.41.3"
539,989,60,['lactose intolerant'],Western Australia,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7; rv:1.9.4.20) Gecko/2012-10-22 17:34:08 Firefox/12.0
757,775,86,['vegan'],Queensland,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:4.0; fil-PH) AppleWebKit/531.47.3 (KHTML, like Gecko) Version/4.1 Safari/531.47.3"
999,747,116,[],Northern Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1 rv:5.0; ik-CA) AppleWebKit/533.37.3 (KHTML, like Gecko) Version/4.1 Safari/533.37.3"
96,76,11,[],South Australia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_4 rv:2.0; lij-IT) AppleWebKit/531.20.2 (KHTML, like Gecko) Version/4.1 Safari/531.20.2"
841,554,98,['vegan'],Tasmania,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/39.0.814.0 Safari/536.1"
956,177,110,"['nut allergy', 'none']",Australian Capital Territory,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_2; rv:1.9.6.20) Gecko/2015-12-20 18:57:56 Firefox/3.6.9
316,999,33,[],New South Wales,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_5 rv:2.0; ckb-IQ) AppleWebKit/535.13.4 (KHTML, like Gecko) Version/5.0 Safari/535.13.4"
349,536,39,"['vegetarian', 'vegan']",New South Wales,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/61.0.899.0 Safari/535.1"
281,193,30,['lactose intolerant'],South Australia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_9 rv:3.0; ff-SN) AppleWebKit/533.48.3 (KHTML, like Gecko) Version/4.0.1 Safari/533.48.3"
789,373,91,['nut allergy'],Northern Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0 rv:2.0; ky-KG) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/5.1 Safari/534.35.5"
983,878,114,"['vegetarian', 'lactose intolerant']",South Australia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/28.0.803.0 Safari/532.1"
544,581,61,[],Northern Territory,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1; rv:1.9.2.20) Gecko/2011-09-21 10:00:44 Firefox/5.0
630,151,72,['celiac'],Western Australia,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2; rv:1.9.4.20) Gecko/2016-02-14 08:44:06 Firefox/3.6.15
420,113,48,['celiac'],New South Wales,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3 rv:3.0; mi-NZ) AppleWebKit/533.3.5 (KHTML, like Gecko) Version/5.0.5 Safari/533.3.5"
567,476,64,['vegetarian'],Australian Capital Territory,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5; rv:1.9.3.20) Gecko/2016-08-01 01:09:49 Firefox/14.0
614,237,70,['celiac'],Western Australia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.825.0 Safari/533.1"
596,526,68,[],Victoria,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:2.0; yue-HK) AppleWebKit/532.23.5 (KHTML, like Gecko) Version/5.0 Safari/532.23.5"
291,420,31,"['none', 'vegan']",South Australia,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_7; rv:1.9.6.20) Gecko/2020-08-15 11:44:37 Firefox/3.6.7
116,105,13,['vegan'],Northern Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9 rv:2.0; ti-ER) AppleWebKit/535.6.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.6.6"
523,697,58,['vegan'],Tasmania,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0 rv:4.0; quz-PE) AppleWebKit/531.13.5 (KHTML, like Gecko) Version/4.0 Safari/531.13.5"
569,701,64,['none'],Queensland,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/17.0.825.0 Safari/534.2"
557,82,63,[],Northern Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/36.0.841.0 Safari/535.2"
590,39,68,[],Australian Capital Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7 rv:2.0; km-KH) AppleWebKit/535.47.5 (KHTML, like Gecko) Version/5.0.2 Safari/535.47.5"
318,65,34,['lactose intolerant'],Queensland,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/18.0.806.0 Safari/534.2"
650,339,74,"['vegetarian', 'lactose intolerant']",New South Wales,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/50.0.871.0 Safari/534.2"
922,423,106,[],Tasmania,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.3.20) Gecko/2018-09-23 13:37:30 Firefox/9.0
591,233,68,[],Australian Capital Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_5 rv:3.0; ku-TR) AppleWebKit/535.31.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.31.2"
990,808,115,[],Victoria,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7; rv:1.9.2.20) Gecko/2018-05-04 14:52:09 Firefox/3.8
640,442,73,"['vegetarian', 'lactose intolerant']",Western Australia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/47.0.865.0 Safari/533.0"
826,682,96,"['lactose intolerant', 'vegetarian']",Australian Capital Territory,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/42.0.824.0 Safari/532.1"
389,220,45,['none'],Western Australia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4 rv:6.0; tig-ER) AppleWebKit/535.48.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.48.6"
705,201,81,[],Queensland,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6 rv:4.0; mi-NZ) AppleWebKit/534.47.2 (KHTML, like Gecko) Version/4.0.2 Safari/534.47.2"
844,615,98,['none'],Queensland,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_8 rv:5.0; lv-LV) AppleWebKit/531.28.7 (KHTML, like Gecko) Version/5.0 Safari/531.28.7"
906,695,104,['celiac'],Australian Capital Territory,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_8; rv:1.9.5.20) Gecko/2011-02-14 07:48:01 Firefox/3.6.17
76,587,9,['none'],New South Wales,Mozilla/5.0 (Windows 95; ber-DZ; rv:1.9.1.20) Gecko/2018-01-07 22:53:56 Firefox/4.0
609,518,69,[],Australian Capital Territory,Mozilla/5.0 (Windows 95; cs-CZ; rv:1.9.1.20) Gecko/2019-03-04 21:37:02 Firefox/3.6.1
904,550,104,"['vegan', 'lactose intolerant']",Western Australia,Mozilla/5.0 (Windows 95; fi-FI; rv:1.9.2.20) Gecko/2011-09-10 21:36:27 Firefox/3.6.13
74,325,9,[],New South Wales,Mozilla/5.0 (Windows 95; sd-IN; rv:1.9.2.20) Gecko/2010-08-21 13:46:29 Firefox/3.6.18
61,353,8,"['lactose intolerant', 'nut allergy']",Western Australia,Mozilla/5.0 (Windows 95; szl-PL; rv:1.9.2.20) Gecko/2016-07-30 17:46:27 Firefox/14.0
510,419,57,['celiac'],Western Australia,"Mozilla/5.0 (Windows 95) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/38.0.860.0 Safari/532.0"
517,231,58,"['vegan', 'celiac']",Tasmania,"Mozilla/5.0 (Windows 95) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/58.0.892.0 Safari/532.2"
192,580,22,[],Western Australia,"Mozilla/5.0 (Windows 95) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/25.0.851.0 Safari/536.1"
876,307,102,[],Northern Territory,Mozilla/5.0 (Windows 98; iw-IL; rv:1.9.1.20) Gecko/2019-03-07 17:54:55 Firefox/3.8
654,145,75,"['nut allergy', 'nut allergy']",New South Wales,Mozilla/5.0 (Windows 98; li-NL; rv:1.9.0.20) Gecko/2019-09-12 20:21:27 Firefox/3.6.7
325,538,35,['celiac'],Tasmania,Mozilla/5.0 (Windows 98; mg-MG; rv:1.9.2.20) Gecko/2017-10-11 11:35:15 Firefox/3.6.11
589,922,67,['none'],New South Wales,Mozilla/5.0 (Windows 98; Win 9x 4.90; ast-ES; rv:1.9.0.20) Gecko/2011-12-26 17:26:02 Firefox/3.6.15
681,398,78,"['vegetarian', 'celiac']",South Australia,Mozilla/5.0 (Windows 98; Win 9x 4.90; hy-AM; rv:1.9.1.20) Gecko/2020-11-03 10:00:52 Firefox/12.0
162,156,19,['lactose intolerant'],Western Australia,Mozilla/5.0 (Windows 98; Win 9x 4.90; mai-IN; rv:1.9.1.20) Gecko/2016-07-31 04:04:24 Firefox/14.0
664,649,76,[],South Australia,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/42.0.887.0 Safari/533.1"
880,676,102,['lactose intolerant'],Tasmania,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/60.0.809.0 Safari/535.0"
125,242,14,['vegan'],Tasmania,"Mozilla/5.0 (Windows 98) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/43.0.828.0 Safari/532.0"
799,69,93,['vegan'],South Australia,"Mozilla/5.0 (Windows 98) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/18.0.897.0 Safari/534.1"
378,613,43,['nut allergy'],Western Australia,Mozilla/5.0 (Windows CE; hy-AM; rv:1.9.0.20) Gecko/2019-08-16 20:41:09 Firefox/3.6.3
751,950,85,[],New South Wales,Mozilla/5.0 (Windows CE; mi-NZ; rv:1.9.2.20) Gecko/2015-09-27 02:27:27 Firefox/9.0
531,679,59,"['none', 'vegan']",Tasmania,Mozilla/5.0 (Windows NT 4.0; et-EE; rv:1.9.0.20) Gecko/2020-01-03 09:32:32 Firefox/12.0
629,108,72,['vegetarian'],Victoria,Mozilla/5.0 (Windows NT 4.0; mr-IN; rv:1.9.0.20) Gecko/2010-10-26 11:12:20 Firefox/3.6.11
245,757,27,['celiac'],Western Australia,Mozilla/5.0 (Windows NT 4.0; so-DJ; rv:1.9.2.20) Gecko/2012-02-02 00:48:43 Firefox/8.0
942,858,108,[],Northern Territory,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/56.0.835.0 Safari/531.0"
119,592,13,"['none', 'lactose intolerant']",Australian Capital Territory,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/25.0.819.0 Safari/532.0"
626,85,71,['vegan'],Northern Territory,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/46.0.876.0 Safari/532.0"
741,975,84,[],Queensland,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/44.0.849.0 Safari/532.1"
322,727,34,"['vegan', 'nut allergy']",New South Wales,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.809.0 Safari/533.1"
236,812,26,['vegan'],Victoria,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/55.0.896.0 Safari/534.2"
22,506,3,"['vegan', 'none']",Northern Territory,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.889.0 Safari/535.0"
480,897,53,[],Victoria,Mozilla/5.0 (Windows NT 5.0; an-ES; rv:1.9.0.20) Gecko/2011-11-13 02:02:56 Firefox/7.0
133,168,15,"['lactose intolerant', 'vegetarian']",Northern Territory,Mozilla/5.0 (Windows NT 5.0; hne-IN; rv:1.9.1.20) Gecko/2015-06-05 15:48:42 Firefox/5.0
472,162,53,[],South Australia,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/42.0.833.0 Safari/532.1"
471,829,52,[],New South Wales,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/16.0.859.0 Safari/532.2"
610,662,69,[],Western Australia,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/16.0.860.0 Safari/533.2"
342,186,38,"['vegan', 'none']",Australian Capital Territory,Mozilla/5.0 (Windows NT 5.01; an-ES; rv:1.9.0.20) Gecko/2017-07-11 17:24:16 Firefox/8.0
969,845,112,['celiac'],Northern Territory,Mozilla/5.0 (Windows NT 5.01; an-ES; rv:1.9.1.20) Gecko/2018-09-28 15:05:52 Firefox/15.0
278,96,30,[],Northern Territory,Mozilla/5.0 (Windows NT 5.01; bg-BG; rv:1.9.0.20) Gecko/2012-05-02 18:33:11 Firefox/3.6.7
180,45,21,[],Northern Territory,Mozilla/5.0 (Windows NT 5.01; en-BW; rv:1.9.0.20) Gecko/2020-07-13 08:48:05 Firefox/12.0
219,182,25,[],South Australia,Mozilla/5.0 (Windows NT 5.01; he-IL; rv:1.9.1.20) Gecko/2013-02-06 18:06:20 Firefox/3.6.18
191,577,22,[],New South Wales,Mozilla/5.0 (Windows NT 5.01; my-MM; rv:1.9.1.20) Gecko/2019-08-09 09:39:18 Firefox/3.8
8,55,2,['celiac'],Tasmania,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/20.0.819.0 Safari/534.1"
87,708,10,['vegetarian'],South Australia,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/51.0.818.0 Safari/536.2"
161,116,19,['none'],Victoria,Mozilla/5.0 (Windows NT 5.1; ff-SN; rv:1.9.1.20) Gecko/2011-07-06 04:17:30 Firefox/3.6.1
899,863,103,[],Queensland,Mozilla/5.0 (Windows NT 5.1; nhn-MX; rv:1.9.2.20) Gecko/2010-01-22 01:31:22 Firefox/3.8
448,761,50,[],Western Australia,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/19.0.885.0 Safari/532.0"
512,779,57,"['vegetarian', 'nut allergy']",New South Wales,Mozilla/5.0 (Windows NT 5.2; hne-IN; rv:1.9.1.20) Gecko/2019-05-25 06:15:09 Firefox/3.6.16
52,247,7,[],Tasmania,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/33.0.875.0 Safari/532.0"
113,443,12,[],South Australia,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/50.0.863.0 Safari/533.0"
327,810,35,[],Australian Capital Territory,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/54.0.881.0 Safari/534.1"
962,687,111,[],Tasmania,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/52.0.896.0 Safari/534.2"
354,411,40,['vegetarian'],Australian Capital Territory,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.864.0 Safari/534.2"
771,601,88,[],Victoria,Mozilla/5.0 (Windows NT 6.0; bhb-IN; rv:1.9.2.20) Gecko/2018-05-30 08:28:22 Firefox/7.0
663,505,76,"['none', 'celiac']",Queensland,Mozilla/5.0 (Windows NT 6.0; fo-FO; rv:1.9.0.20) Gecko/2018-07-06 18:47:18 Firefox/3.8
427,743,48,['nut allergy'],New South Wales,Mozilla/5.0 (Windows NT 6.0; ha-NG; rv:1.9.0.20) Gecko/2014-01-07 14:54:34 Firefox/3.8
242,532,27,['vegetarian'],Australian Capital Territory,Mozilla/5.0 (Windows NT 6.0; niu-NU; rv:1.9.1.20) Gecko/2016-11-25 14:08:54 Firefox/9.0
418,15,48,[],Tasmania,Mozilla/5.0 (Windows NT 6.0; wa-BE; rv:1.9.0.20) Gecko/2013-10-26 15:35:06 Firefox/14.0
